date,description,merchant,amount,category
2024-02-04,TNEB Bill Payment,TNEB,1326.0,Utilities
2024-02-04,Pizza Hut Bill,Pizza Hut,903.0,Food & Drink
2024-02-04,Starbucks Bill,Starbucks,610.0,Food & Drink
2023-02-04,H&M Retail Purchase,H&M,1959.0,Shopping
2023-02-04,Swiggy order 1804,Swiggy,622.0,Food & Drink
2023-02-05,IMPS - Rent Feb,House Rent,20000.0,Rent
2023-02-05,BSNL FTTH Bill,BSNL,799.0,Utilities
2024-02-05,Swiggy order 5971,Swiggy,530.0,Food & Drink
2024-02-05,Dunzo Groceries,Dunzo,1202.0,Groceries
2025-02-05,PVR Cinemas Transaction,PVR Cinemas,543.0,Entertainment
2023-02-06,Myntra Order 7531,Myntra,1248.0,Shopping
2024-02-06,Uber Ride 1762,Uber,267.0,Transport
2023-02-06,Rapido Ride 9651,Rapido,149.0,Transport
2025-02-06,H&M Retail Purchase,H&M,3090.0,Shopping
2024-02-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2024-02-07,Local Tea Shop Bill,Local Tea Shop,22.0,Food & Drink
2024-02-07,Uber Ride 6268,Uber,327.0,Transport
2023-02-07,Uber Ride 5769,Uber,238.0,Transport
2024-02-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2025-02-08,Uber Ride 5066,Uber,294.0,Transport
2023-02-08,More Supermarket Purchase,More Supermarket,2215.0,Groceries
2024-02-08,Zomato order 2993,Zomato,236.0,Food & Drink
2025-02-08,Starbucks Bill,Starbucks,662.0,Food & Drink
2025-02-09,BigBazaar Purchase,BigBazaar,3163.0,Groceries
2023-02-09,Amazon Order 3624,Amazon,1307.0,Shopping
2025-02-09,Ola Ride 2807,Ola,128.0,Transport
2023-02-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2023-02-10,Dominos Bill,Dominos,878.0,Food & Drink
2024-02-10,Zomato order 4976,Zomato,450.0,Food & Drink
2024-02-10,CMRL Metro Card Recharge,Chennai Metro,453.0,Transport
2024-02-11,MedPlus Bill,MedPlus,549.0,Health
2024-02-11,Myntra Order 9797,Myntra,2352.0,Shopping
2025-02-12,Ola Ride 2073,Ola,122.0,Transport
2025-02-12,Uber Ride 5183,Uber,228.0,Transport
2023-02-12,Local Tea Shop Bill,Local Tea Shop,58.0,Food & Drink
2023-02-12,Zomato order 2736,Zomato,623.0,Food & Drink
2024-02-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-02-13,ATM WITHDRAWAL,ATM,10000.0,Miscellaneous
2025-02-13,Cafe Coffee Day Bill,Cafe Coffee Day,483.0,Food & Drink
2023-02-13,PVR Cinemas Transaction,PVR Cinemas,697.0,Entertainment
2024-02-14,Ola Ride 4664,Ola,231.0,Transport
2025-02-14,Steam Games Transaction,Steam Games,1945.0,Entertainment
2024-02-14,Amazon Order 3681,Amazon,4263.0,Shopping
2024-02-14,Licious Purchase,Licious,792.0,Groceries
2024-02-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2025-02-15,Zomato order 9942,Zomato,394.0,Food & Drink
2025-02-15,More Supermarket Purchase,More Supermarket,2250.0,Groceries
2025-02-15,Swiggy order 7760,Swiggy,748.0,Food & Drink
2024-02-15,Flipkart Order 9814,Flipkart,3975.0,Shopping
2023-02-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-02-16,BigBazaar Purchase,BigBazaar,2920.0,Groceries
2025-02-16,Rapido Ride 1551,Rapido,94.0,Transport
2023-02-16,Swiggy order 1184,Swiggy,234.0,Food & Drink
2025-02-17,Swiggy order 4165,Swiggy,617.0,Food & Drink
2025-02-17,Zomato order 8538,Zomato,316.0,Food & Drink
2025-02-17,Uber Ride 8056,Uber,234.0,Transport
2025-02-18,Ola Ride 8516,Ola,129.0,Transport
2025-02-18,Apollo Pharmacy Bill,Apollo Pharmacy,469.0,Health
2023-02-18,Amazon Order 5493,Amazon,4326.0,Shopping
2025-02-18,Reliance Fresh Purchase,Reliance Fresh,926.0,Groceries
2023-02-19,Milk delivery,Local Mart,1200.0,Groceries
2024-02-19,Mobile Recharge,Jio,290.0,Bills
2023-02-19,Dominos Bill,Dominos,828.0,Food & Drink
2025-02-19,Dunzo Groceries,Dunzo,1130.0,Groceries
2024-02-19,Rapido Ride 7837,Rapido,90.0,Transport
2025-02-20,Google Cloud,Google,150.0,Subscriptions
2023-02-20,Gym Membership,Fitness First,2500.0,Health
2025-02-20,Myntra Order 1930,Myntra,3333.0,Shopping
2025-02-20,Starbucks Bill,Starbucks,669.0,Food & Drink
2024-02-20,Rapido Ride 2320,Rapido,124.0,Transport
2025-02-21,H&M Retail Purchase,H&M,2727.0,Shopping
2025-02-21,Pizza Hut Bill,Pizza Hut,759.0,Food & Drink
2025-02-21,Swiggy order 7762,Swiggy,309.0,Food & Drink
2025-02-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2024-02-22,Swiggy order 3543,Swiggy,527.0,Food & Drink
2025-02-22,Amazon Order 6673,Amazon,4592.0,Shopping
2023-02-22,Swiggy Instamart,Swiggy,496.0,Groceries
2024-02-23,Fuel at Shell,Shell,2762.0,Transport
2023-02-23,Swiggy Instamart,Swiggy,336.0,Groceries
2023-02-23,Uber Ride 6876,Uber,263.0,Transport
2024-02-23,Uber Ride 8608,Uber,272.0,Transport
2024-02-24,Swiggy order 8410,Swiggy,610.0,Food & Drink
2023-02-24,ZARA Retail Purchase,Zara,5156.0,Shopping
2024-02-24,MedPlus Bill,MedPlus,458.0,Health
2023-02-25,TNEB Bill,TNEB,1151.0,Utilities
2023-02-25,Rapido Ride 4180,Rapido,92.0,Transport
2025-02-25,Licious Purchase,Licious,812.0,Groceries
2023-02-25,Swiggy order 6813,Swiggy,318.0,Food & Drink
2024-02-26,House Rent Feb,House Rent,20000.0,Rent
2023-02-26,Uber Ride 4880,Uber,181.0,Transport
2023-02-26,More Supermarket Purchase,More Supermarket,1799.0,Groceries
2023-02-26,Dominos Bill,Dominos,873.0,Food & Drink
2024-02-27,Spotify,Spotify,119.0,Subscriptions
2023-02-27,Zomato order 4337,Zomato,450.0,Food & Drink
2024-02-27,Swiggy order 8709,Swiggy,260.0,Food & Drink
2025-02-27,Fuel at Indian Oil,Indian Oil,2001.0,Transport
2023-02-28,Myntra Order 4976,Myntra,1673.0,Shopping
2025-02-28,Uber Ride 5294,Uber,156.0,Transport
2023-02-28,CMRL Metro Card Recharge,Chennai Metro,298.0,Transport
2025-02-28,Pizza Hut Bill,Pizza Hut,733.0,Food & Drink
2024-03-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2025-03-01,Swiggy Instamart,Swiggy,437.0,Groceries
2023-03-01,Flipkart Order 2831,Flipkart,2035.0,Shopping
2023-03-01,Zomato order 5727,Zomato,271.0,Food & Drink
2024-03-01,Uber Ride 7367,Uber,318.0,Transport
2024-03-02,Swiggy order 1582,Swiggy,214.0,Food & Drink
2024-03-02,Swiggy order 4647,Swiggy,615.0,Food & Drink
2023-03-02,Apollo Pharmacy Bill,Apollo Pharmacy,472.0,Health
2025-03-03,Cafe Coffee Day Bill,Cafe Coffee Day,255.0,Food & Drink
2025-03-03,Local Tea Shop Bill,Local Tea Shop,59.0,Food & Drink
2025-03-03,Fuel at Shell,Shell,2910.0,Transport
2023-03-03,Uber Ride 9444,Uber,298.0,Transport
2025-03-04,TNEB Bill Payment,TNEB,1325.0,Utilities
2023-03-04,Uber Ride 7644,Uber,323.0,Transport
2023-03-04,Rapido Ride 7349,Rapido,145.0,Transport
2024-03-04,H&M Retail Purchase,H&M,3029.0,Shopping
2025-03-05,IMPS - Rent Mar,House Rent,20000.0,Rent
2023-03-05,BSNL FTTH Bill,BSNL,799.0,Utilities
2024-03-05,Zomato order 7765,Zomato,384.0,Food & Drink
2023-03-05,Local Clinic Transaction,Local Clinic,800.0,Health
2023-03-05,Myntra Order 4731,Myntra,3524.0,Shopping
2025-03-06,Myntra Order 6389,Myntra,2097.0,Shopping
2025-03-06,BigBazaar Purchase,BigBazaar,2237.0,Groceries
2025-03-06,Fuel at Indian Oil,Indian Oil,2009.0,Transport
2023-03-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2024-03-07,Dominos Bill,Dominos,724.0,Food & Drink
2025-03-07,Dominos Bill,Dominos,828.0,Food & Drink
2025-03-07,Zomato order 2351,Zomato,316.0,Food & Drink
2025-03-07,PVR Cinemas Transaction,PVR Cinemas,611.0,Entertainment
2025-03-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2025-03-08,Steam Games Transaction,Steam Games,1869.0,Entertainment
2024-03-08,Swiggy order 4066,Zomato,355.0,Food & Drink
2023-03-08,Uber Ride 1109,Uber,233.0,Transport
2025-03-09,Swiggy Instamart,Swiggy,509.0,Groceries
2023-03-09,Swiggy order 2345,Swiggy,517.0,Food & Drink
2025-03-09,Starbucks Bill,Starbucks,662.0,Food & Drink
2025-03-09,Rapido Ride 7644,Rapido,124.0,Transport
2023-03-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2023-03-10,Rapido Ride 4802,Rapido,110.0,Transport
2023-03-10,Licious Purchase,Licious,812.0,Groceries
2025-03-10,Myntra Order 7289,Myntra,1248.0,Shopping
2025-03-11,Swiggy Instamart,Swiggy,407.0,Groceries
2024-03-11,ZARA Retail Purchase,Zara,4311.0,Shopping
2023-03-11,BookMyShow Transaction,BookMyShow,914.0,Entertainment
2023-03-12,Uber Ride 7173,Uber,207.0,Transport
2023-03-12,Cafe Coffee Day Bill,Cafe Coffee Day,294.0,Food & Drink
2023-03-12,Swiggy order 6088,Zomato,529.0,Food & Drink
2025-03-12,Amazon Order 3662,Amazon,4263.0,Shopping
2024-03-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-03-13,Swiggy order 8318,Zomato,715.0,Food & Drink
2024-03-13,Ola Ride 7083,Ola,252.0,Transport
2023-03-13,Uber Ride 5919,Uber,271.0,Transport
2023-03-14,Ola Ride 9051,Ola,121.0,Transport
2025-03-14,Swiggy order 6931,Zomato,236.0,Food & Drink
2025-03-14,Myntra Order 2649,Myntra,2352.0,Shopping
2025-03-14,More Supermarket Purchase,More Supermarket,1968.0,Groceries
2023-03-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2024-03-15,Swiggy Instamart,Swiggy,304.0,Groceries
2024-03-15,Cafe Coffee Day Bill,Cafe Coffee Day,338.0,Food & Drink
2024-03-15,ATM WITHDRAWAL,ATM,9500.0,Miscellaneous
2024-03-15,Flipkart Order 7083,Flipkart,4985.0,Shopping
2024-03-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-03-16,Ola Ride 2028,Ola,341.0,Transport
2024-03-16,Swiggy order 7765,Swiggy,519.0,Food & Drink
2025-03-16,BigBazaar Purchase,BigBazaar,2068.0,Groceries
2025-03-17,Swiggy order 7741,Swiggy,324.0,Food & Drink
2025-03-17,Dominos Bill,Dominos,912.0,Food & Drink
2023-03-17,Uber Ride 5971,Uber,262.0,Transport
2025-03-17,Flipkart Order 3266,Flipkart,1671.0,Shopping
2023-03-18,MedPlus Bill,MedPlus,213.0,Health
2023-03-18,Ola Ride 2471,Ola,282.0,Transport
2024-03-18,Ola Ride 9390,Ola,129.0,Transport
2023-03-18,Uber Ride 5046,Uber,290.0,Transport
2023-03-19,Milk delivery,Local Mart,1200.0,Groceries
2025-03-19,Mobile Recharge,Airtel,357.0,Bills
2023-03-19,MedPlus Bill,MedPlus,467.0,Health
2025-03-19,Dunzo Groceries,Dunzo,1126.0,Groceries
2023-03-19,Reliance Fresh Purchase,Reliance Fresh,1085.0,Groceries
2023-03-20,Google Cloud,Google,150.0,Subscriptions
2024-03-20,Gym Membership,Fitness First,2500.0,Health
2023-03-20,Rapido Ride 4305,Rapido,111.0,Transport
2024-03-20,Local Tea Shop Bill,Local Tea Shop,30.0,Food & Drink
2023-03-20,Swiggy order 3591,Swiggy,517.0,Food & Drink
2023-03-21,Zomato order 1629,Zomato,436.0,Food & Drink
2025-03-21,PVR Cinemas Transaction,PVR Cinemas,661.0,Entertainment
2023-03-21,Ola Ride 7837,Ola,257.0,Transport
2024-03-21,Apollo Pharmacy Bill,Apollo Pharmacy,648.0,Health
2024-03-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2024-03-22,Pizza Hut Bill,Pizza Hut,546.0,Food & Drink
2023-03-22,Swiggy order 2070,Swiggy,461.0,Food & Drink
2024-03-22,Amazon Order 9308,Amazon,1249.0,Shopping
2024-03-23,Cafe Coffee Day Bill,Cafe Coffee Day,391.0,Food & Drink
2025-03-23,Starbucks Bill,Starbucks,610.0,Food & Drink
2025-03-23,BigBazaar Purchase,BigBazaar,2889.0,Groceries
2024-03-24,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2024-03-24,Swiggy order 7378,Zomato,450.0,Food & Drink
2025-03-24,Ola Ride 4181,Ola,161.0,Transport
2023-03-25,TNEB Bill,TNEB,1227.0,Utilities
2025-03-25,Swiggy order 4647,Swiggy,748.0,Food & Drink
2023-03-25,Ola Ride 8660,Ola,257.0,Transport
2024-03-25,Swiggy order 9924,Zomato,526.0,Food & Drink
2025-03-26,House Rent Mar,House Rent,20000.0,Rent
2023-03-26,More Supermarket Purchase,More Supermarket,2213.0,Groceries
2023-03-26,More Supermarket Purchase,More Supermarket,2191.0,Groceries
2024-03-26,Zomato order 3591,Swiggy,630.0,Food & Drink
2025-03-27,Spotify,Spotify,119.0,Subscriptions
2023-03-27,Rapido Ride 4945,Rapido,141.0,Transport
2025-03-27,Uber Ride 7687,Uber,344.0,Transport
2024-03-27,Fuel at Shell,Shell,1812.0,Transport
2024-03-28,Myntra Order 4443,Myntra,3752.0,Shopping
2023-03-28,Swiggy Instamart,Swiggy,496.0,Groceries
2023-03-28,Pizza Hut Bill,Pizza Hut,511.0,Food & Drink
2023-03-28,Local Tea Shop Bill,Local Tea Shop,92.0,Food & Drink
2025-03-29,BSNL Bill,BSNL,800.0,Utilities
2023-03-29,Swiggy order 3881,Uber,214.0,Food & Drink
2023-03-29,Dunzo Groceries,Dunzo,1048.0,Groceries
2025-03-29,Dominos Bill,Dominos,878.0,Food & Drink
2024-03-30,CMRL Metro Card Recharge,Chennai Metro,353.0,Transport
2024-03-30,Local Tea Shop Bill,Local Tea Shop,59.0,Food & Drink
2023-03-30,Zomato order 3058,Swiggy,709.0,Food & Drink
2023-03-30,Amazon Order 8361,Amazon,1535.0,Shopping
2024-03-31,Fuel at Shell,Shell,1826.0,Transport
2025-03-31,Swiggy order 7765,Zomato,628.0,Food & Drink
2023-03-31,Zomato order 1582,Swiggy,731.0,Food & Drink
2025-03-31,Flipkart Order 2062,Flipkart,4334.0,Shopping
2024-04-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2024-04-01,Zomato order 7226,Swiggy,411.0,Food & Drink
2025-04-01,Swiggy order 7609,Uber,234.0,Food & Drink
2023-04-01,Swiggy order 6554,Ola,381.0,Food & Drink
2025-04-01,Rapido Ride 3502,Amazon,110.0,Transport
2024-04-02,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2023-04-02,Myntra Order 6378,Myntra,3343.0,Shopping
2023-04-02,Ola Ride 9062,Swiggy,273.0,Transport
2024-04-03,Cafe Coffee Day Bill,Cafe Coffee Day,483.0,Food & Drink
2024-04-03,Local Tea Shop Bill,Local Tea Shop,82.0,Food & Drink
2025-04-03,Fuel at Indian Oil,Indian Oil,2228.0,Transport
2024-04-03,Zomato order 1876,Ola,614.0,Food & Drink
2025-04-04,TNEB Bill Payment,TNEB,1322.0,Utilities
2024-04-04,Uber Ride 5262,Uber,217.0,Transport
2024-04-04,Swiggy order 9845,Ola,538.0,Food & Drink
2024-04-04,Swiggy Instamart,Swiggy,519.0,Groceries
