date,description,merchant,amount,category
2023-12-17,Myntra Order FK10145,Myntra,10705.0,Shopping
2023-12-16,Printout 153,Xerox Shop,45.03,Miscellaneous
2024-11-28,Apollo Pharmacy,Apollo Pharmacy,570.0,Health
2025-09-04,swiggy order,Swiggy,550.0,Food & Drink
2024-12-19,Mobile Recharge,Airtel,357.0,Bills
2025-06-13,Ola Ride ID10211,Ola,236.0,Transport
2025-11-14,Amusement Park 860,Wonderla,1309.07,Entertainment
2024-01-19,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2024-03-20,H&M,H&M,2700.0,Shopping
2023-05-17,House Rent Jan,House Rent,20341.6,Rent
2023-10-20,Subscr Google,Google,130.0,Subscriptions
2023-03-05,Myntra Order 4731,Myntra,3524.0,Shopping
2024-03-09,LOCAL TEA SHOP BILL 10088,Local Tea Shop,361.0,Food & Drink
2023-04-23,JIO RECHARGE 10146,Jio,290.0,Bills
2024-02-24,ORDER BLINKIT 10071,Blinkit,1051.0,Groceries
2024-01-16,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2023-02-23,Uber Ride 6876,Uber,263.0,Transport
2025-08-24,Spotify,Spotify,119.0,Subscriptions
2024-10-07,Water Tax 871,CMWSSB,143.64,Bills
2023-10-25,TNEB Bill,TNEB,1250.0,Utilities
2025-04-21,Subscr Google,Google,130.0,Subscriptions
2023-08-10,BookMyShow,BookMyShow,880.0,Entertainment
2023-11-18,Uber Ride,Uber,230.0,Transport
2023-12-29,PVR Cinemas Transaction,PVR Cinemas,611.0,Entertainment
2024-01-21,IMPS - House Rent Jan,House Rent,17711.0,Rent
2024-01-11,Printout 791,Xerox Shop,53.15,Miscellaneous
2024-12-15,Zomato order 6931,Zomato,316.0,Food & Drink
2024-01-27,MedPlus,MedPlus,240.0,Health
2025-02-17,ORDER #10062 FROM ZOMATO,Zomato,710.0,Food & Drink
2025-12-09,Bowling 314,Amoeba,382.42,Entertainment
2024-01-07,ZARA Retail Purchase,Zara,4311.0,Shopping
2024-12-24,Amazon Order 3266,Amazon,1494.0,Shopping
2025-10-02,Swiggy Foods Bill,Swiggy,510.0,Food & Drink
2023-04-17,Zomato Order #2356,Zomato,420.0,Food & Drink
2023-07-15,INOX TICKET 10252,INOX,1048.0,Entertainment
2023-05-18,PG Rent Aug,Stanza Living,8390.15,Rent
2025-12-25,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2025-10-06,Myntra Order MYN1002,Myntra,1899.0,Shopping
2025-03-21,Subscr GitHub,GitHub,575.0,Subscriptions
2025-05-11,Repair Services 101,Urban Company,402.19,Miscellaneous
2024-12-21,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2024-02-13,Gas Cylinder 283,Indane,1162.57,Bills
2024-01-17,ORDER BLINKIT 10022,Blinkit,716.0,Groceries
2024-01-29,Zomato,Zomato,530.0,Food & Drink
2024-01-24,Rapido Auto 10032,Rapido,140.0,Transport
2023-07-31,Rapido 2410,Rapido,120.0,Transport
2025-06-28,CMRL TOPUP 10230,Chennai Metro,389.0,Transport
2024-11-19,Repair Services 232,Urban Company,378.88,Miscellaneous
2024-03-19,Courier Charges 969,DTDC,109.08,Miscellaneous
2023-08-16,swiggy instamart,Swiggy,330.0,Groceries
2023-12-26,Zomato order 2235,Zomato,745.0,Food & Drink
2023-11-07,zomato,Zomato,230.0,Food & Drink
2025-02-08,Uber Ride ID10051,Uber,154.0,Transport
2023-08-18,Rent Payment 311,Owner,22279.76,Rent
2025-09-30,Uber Ride,Uber,220.0,Transport
2023-05-07,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2024-06-16,Courier Charges 188,DTDC,103.75,Miscellaneous
2023-08-04,House Rent Dec,House Rent,21071.28,Rent
2025-04-21,BSNL Bill,BSNL,799.0,Utilities
2023-04-18,Repair Services 617,Urban Company,421.59,Miscellaneous
2024-02-15,Flipkart Order 9814,Flipkart,3975.0,Shopping
2024-05-22,Medicines 642,Apollo,348.91,Health
2025-05-27,CMRL Metro Card,Chennai Metro,300.0,Transport
2025-05-13,ATM WITHDRAWAL,ATM,3500.0,Miscellaneous
2025-03-09,Uber Trip 20250309,Uber,240.0,Transport
2025-09-29,Subscr GitHub,GitHub,575.0,Subscriptions
2024-08-18,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2023-12-27,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2024-11-27,Gas Cylinder 834,Indane,1167.25,Bills
2025-01-04,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-03-22,Uber Auto,Uber,160.0,Transport
2023-09-23,zomato,Zomato,310.0,Food & Drink
2023-08-28,Dominos Pizza,Dominos,820.0,Food & Drink
2025-02-16,Water Tax CMWSSB,CMWSSB,228.0,Utilities
2023-08-14,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-11-25,Amusement Park 172,Wonderla,1209.29,Entertainment
2023-09-30,Maintenance Charge 732,Association,2077.75,Rent
2024-02-24,MedPlus Bill,MedPlus,458.0,Health
2023-10-12,Ola Cabs 2357,Ola,380.0,Transport
2023-08-19,PG Rent Jun,Stanza Living,8721.38,Rent
2024-03-08,uber trip,Uber,260.0,Transport
2025-06-20,Mobile Recharge,Airtel,299.0,Bills
2024-01-13,Uber Trip 10187,Uber,292.0,Transport
2023-10-15,Doctor's Visit,Local Clinic,800.0,Health
2024-10-16,Licious Order,Licious,650.0,Groceries
2025-01-29,BSNL Bill,BSNL,800.0,Utilities
2023-03-20,Gym Supplement 659,HealthKart,2641.51,Health
2023-01-18,MedPlus,MedPlus,200.0,Health
2023-10-15,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2023-11-04,IMPS - Rent Nov,House Rent,20000.0,Rent
2024-11-21,Doctor Consultation 507,Practo,453.1,Health
2025-12-25,Uber Ride 5707,Uber,342.0,Transport
2024-04-10,Streaming Sub 577,Netflix,198.24,Entertainment
2023-03-09,Uber Auto,Uber,190.0,Transport
2025-01-03,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2023-03-14,Ola Ride 9051,Ola,121.0,Transport
2025-10-20,Swiggy Instamart,Swiggy,430.0,Groceries
2025-10-26,Purchase H&M 10100,H&M,4224.0,Shopping
2023-07-20,Uber Trip 10259,Uber,240.0,Transport
2025-10-02,More Supermarket,More Supermarket,2340.0,Groceries
2025-01-27,Dunzo Groceries,Dunzo,1413.0,Groceries
2024-03-05,PVR Cinemas,PVR Cinemas,690.0,Entertainment
2025-07-10,Jio Fiber FTTH 10246,Jio Fiber,1022.0,Utilities
2023-01-21,Dominos,Dominos,640.0,Food & Drink
2023-02-23,BigBazaar Store Bill,BigBazaar,4355.0,Groceries
2023-10-14,Pizza Hut Bill,Pizza Hut,890.0,Food & Drink
2023-01-23,Spotify AB 10030,Spotify,129.0,Subscriptions
2023-12-20,Google Cloud,Google,150.0,Subscriptions
2025-05-26,Reliance Fresh,Reliance Fresh,1040.0,Groceries
2024-09-15,Medicines 592,Apollo,334.5,Health
2025-04-19,Movie Ticket 705,BookMyShow,322.41,Entertainment
2024-02-18,Apollo Pharmacy TRN 10064,Apollo Pharmacy,2425.0,Health
2023-07-04,House Rent Nov,House Rent,19601.86,Rent
2025-05-16,Cafe Coffee Day,Cafe Coffee Day,310.0,Food & Drink
2024-08-01,Electricity Bill 265,TNEB,1156.12,Bills
2024-11-07,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-06-16,Mobile Recharge,Airtel,699.0,Bills
2023-08-25,Broadband Bill 698,ACT Fibernet,1045.6,Bills
2024-09-07,Ola Ride ID10165,Ola,193.0,Transport
2024-11-02,Uber Trip 10135,Uber,159.0,Transport
2023-12-06,Amusement Park 940,Wonderla,1127.81,Entertainment
2025-10-09,Swiggy Foods Bill,Swiggy,460.0,Food & Drink
2025-06-24,Lab Test 787,Thyrocare,1169.72,Health
2024-07-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-01-25,TNEB Bill,TNEB,1022.0,Utilities
2023-07-04,Gym Membership,Fitness First,2500.0,Health
2024-02-07,PVR Cinemas,PVR Cinemas,550.0,Entertainment
2023-07-11,Zomato order,Zomato,760.0,Food & Drink
2023-10-12,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-07-03,Monthly Rent 258,NoBroker,19654.15,Rent
2025-10-26,Uber,Uber,120.0,Transport
2023-10-06,Rent Payment 481,Owner,21971.64,Rent
2025-05-08,ATM WITHDRAWAL,ATM,5000.0,Miscellaneous
2024-02-14,zomato,Zomato,310.0,Food & Drink
2024-09-28,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2025-12-20,Fuel at Shell,Shell,1803.0,Transport
2025-06-29,BMS TICKET 10231,BookMyShow,798.0,Entertainment
2025-04-24,Shell Fuel,Shell,2100.0,Transport
2023-07-15,Swiggy,Swiggy,490.0,Food & Drink
2023-05-02,PVR Cinemas,PVR Cinemas,710.0,Entertainment
2023-10-22,amazon pay,Amazon,750.0,Shopping
2023-01-31,Jio Fiber FTTH 10041,Jio Fiber,631.0,Utilities
2023-07-13,Movie Ticket 851,BookMyShow,313.79,Entertainment
2025-11-08,Starbucks,Starbucks,480.0,Food & Drink
2025-01-09,TNEB Bill Pay,TNEB,1460.0,Utilities
2024-03-02,Swiggy order 4647,Swiggy,615.0,Food & Drink
2024-10-16,Shell Fuel,Shell,1500.0,Transport
2024-02-27,Spotify,Spotify,119.0,Subscriptions
2025-02-26,Water Tax 862,CMWSSB,135.98,Bills
2025-10-18,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
2025-11-04,PVR Cinemas,PVR Cinemas,620.0,Entertainment
2024-03-12,Dunzo,Dunzo,910.0,Groceries
2023-07-24,TNEB Bill Pay 10265,TNEB,1438.0,Utilities
2023-08-28,UPI to Friend 944,UPI,503.82,Miscellaneous
2023-02-20,PG Rent Apr,Stanza Living,8338.35,Rent
2025-03-19,Mobile Recharge,Airtel,357.0,Bills
2024-10-11,Local Tea Shop,Local Tea Shop,40.0,Food & Drink
2025-09-14,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2024-01-24,Licious Purchase 10137,Licious,751.0,Groceries
2025-12-21,Medicines 958,Apollo,318.4,Health
2025-10-13,Amazon Prime,Amazon Prime,299.0,Subscriptions
2025-05-24,Printout 603,Xerox Shop,49.24,Miscellaneous
2025-05-16,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-02-19,Mobile Recharge,Jio,290.0,Bills
2025-11-23,Rapido Auto 10032,Rapido,140.0,Transport
2025-08-20,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-10-15,Spotify AB 92394,Spotify,119.0,Subscriptions
2025-10-14,Uber,Uber,200.0,Transport
2025-08-17,More Supermarket,More Supermarket,2300.0,Groceries
2025-04-07,swiggy instamart,Swiggy,430.0,Groceries
2023-05-06,Myntra Retail,Myntra,6099.0,Shopping
2025-02-28,PG Rent Sep,Stanza Living,7752.13,Rent
2023-08-01,Doctor Consultation 221,Practo,495.27,Health
2023-09-16,Uber Trip 20250916,Uber,230.0,Transport
2023-11-03,Myntra Order FK10145,Myntra,10705.0,Shopping
2025-07-01,Starbucks,Starbucks,540.0,Food & Drink
2024-12-23,Concert Ticket 527,Insider,1641.07,Entertainment
2023-03-19,Groceries from Dunzo,Dunzo,990.0,Groceries
2025-08-21,Spotify,Spotify,119.0,Subscriptions
2024-09-05,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-08-26,The Hindu,The Hindu,999.0,Subscriptions
2025-08-04,More Supermarket,More Supermarket,2400.0,Groceries
2025-12-25,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2023-06-24,Mobile Recharge,Jio,299.0,Bills
2025-08-06,VI RECHARGE 10281,Vi,724.0,Bills
2024-01-23,flipkart,Flipkart,1600.0,Shopping
2023-03-18,MedPlus Bill,MedPlus,213.0,Health
2025-10-31,Steam Purchase,Steam Games,1899.0,Entertainment
2023-05-12,House Rent,House Rent,22000.0,Rent
2024-02-06,Uber Ride 1762,Uber,267.0,Transport
2024-08-04,PG Rent Apr,Stanza Living,7706.23,Rent
2024-10-11,Spotify,Spotify,119.0,Subscriptions
2023-08-20,Concert Ticket 493,Insider,1558.2,Entertainment
2023-07-02,Myntra Order MYN1008,Myntra,2499.0,Shopping
2024-02-14,Ola Ride 4664,Ola,231.0,Transport
2023-02-08,More Supermarket Purchase,More Supermarket,2215.0,Groceries
2025-09-08,Broadband Bill 966,ACT Fibernet,1054.37,Bills
2024-11-06,Sony PSN Purchase 10050,Sony PSN,1656.0,Entertainment
2023-07-02,Myntra Order MYN1013,Myntra,2599.0,Shopping
2025-06-02,House Rent Dec,House Rent,20501.79,Rent
2024-06-25,Myntra Order MYN1009,Myntra,1999.0,Shopping
2024-06-29,Charity Donation 195,Charity,1009.47,Miscellaneous
2023-05-13,ATM WITHDRAWAL,ATM,4500.0,Miscellaneous
2024-04-04,swiggy food,Swiggy,640.0,Food & Drink
2025-10-29,uber auto,Uber,90.0,Transport
2024-03-20,Local Tea Shop Bill,Local Tea Shop,30.0,Food & Drink
2024-09-21,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-01-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2023-01-04,Uber Ride 9444,Uber,107.0,Transport
2023-08-11,BSNL FTTH 10122,BSNL,2347.0,Utilities
2025-09-19,Amazon.in,Amazon,599.0,Shopping
2023-05-25,Order Dunzo 10186,Dunzo,1065.0,Groceries
2023-03-30,Amazon Order 8361,Amazon,1535.0,Shopping
2025-10-25,Dental Checkup 954,Clove Dental,734.4,Health
2025-07-19,Maintenance Charge 556,Association,1935.63,Rent
2024-03-20,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2024-09-19,Uber Auto 10181,Uber,147.0,Transport
2024-01-01,Uber Ride 8660,Uber,141.0,Transport
2024-03-25,Swiggy order 9924,Zomato,526.0,Food & Drink
2024-03-23,Dunzo,Dunzo,920.0,Groceries
2024-01-04,IMPS - House Rent Jan,House Rent,17711.0,Rent
2024-02-14,Amazon Order 3681,Amazon,4263.0,Shopping
2023-08-29,Water Tax,CMWSSB,150.0,Utilities
2024-01-18,Local Tea Shop Bill,Local Tea Shop,82.0,Food & Drink
2023-03-25,Flat Rent Feb,Landlord,16288.94,Rent
2025-03-12,Amazon Order 3662,Amazon,4263.0,Shopping
2023-03-28,Local Tea Shop Bill,Local Tea Shop,92.0,Food & Drink
2023-01-18,Gas Cylinder 670,Indane,991.36,Bills
2024-01-17,Rent Payment 887,Owner,21779.16,Rent
2025-04-28,PVR Cinemas Food,PVR Cinemas,550.0,Entertainment
2025-08-11,Printout 228,Xerox Shop,46.69,Miscellaneous
2023-06-04,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2025-02-10,Uber Ride 20250210,Uber,190.0,Transport
2023-10-21,Ola Cabs 2356,Ola,370.0,Transport
2023-10-24,Cafe Coffee Day,Cafe Coffee Day,320.0,Food & Drink
2025-04-30,Gym Membership,Fitness First,2500.0,Health
2023-12-07,Reliance Fresh Purchase 10220,Reliance Fresh,3350.0,Groceries
2023-02-20,Gym Membership,Fitness First,2500.0,Health
2025-10-29,BSNL Bill,BSNL,800.0,Utilities
2025-01-28,Gas Cylinder 154,Indane,1188.24,Bills
2024-05-31,Water Tax 550,CMWSSB,156.96,Bills
2025-07-02,Swiggy Instamart Purchase 10236,Swiggy Instamart,447.0,Groceries
2024-01-05,MedPlus,MedPlus,190.0,Health
2025-12-26,KFC BILL 10161,KFC,601.0,Food & Drink
2024-08-20,Rent Payment 209,Owner,23575.38,Rent
2025-03-03,Cafe Coffee Day Bill,Cafe Coffee Day,255.0,Food & Drink
2023-08-13,Swiggy Instamart,Swiggy,410.0,Groceries
2023-06-14,Swiggy Foods,Swiggy,610.0,Food & Drink
2024-11-13,ATM WITHDRAWAL,ATM,3000.0,Miscellaneous
2023-12-24,Courier Charges 951,DTDC,107.99,Miscellaneous
2024-03-15,Flipkart Order 7083,Flipkart,4985.0,Shopping
2025-01-03,Mobile Recharge 794,Jio,285.24,Bills
2024-12-02,Swiggy Foods,Swiggy,550.0,Food & Drink
2023-02-09,Amazon Order 3624,Amazon,1307.0,Shopping
2025-05-10,Reliance Fresh,Reliance Fresh,1000.0,Groceries
2023-05-11,Monthly Rent 773,NoBroker,19241.36,Rent
2023-05-15,Microsoft 365 renewal 10173,Microsoft 365,712.0,Subscriptions
2025-06-07,Mobile Recharge,Airtel,719.0,Bills
2024-02-11,Licious,Licious,720.0,Groceries
2025-03-07,Dominos Bill,Dominos,828.0,Food & Drink
2024-04-29,Steam Purchase 10154,Steam Games,1130.0,Entertainment
2025-03-12,Gym Membership,Fitness First,2000.0,Health
2023-03-10,H&M,H&M,2800.0,Shopping
2025-11-22,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-05-11,MedPlus TRN 10168,MedPlus,1428.0,Health
2023-06-21,Swiggy Foods,Swiggy,590.0,Food & Drink
2025-02-27,Fuel at Indian Oil,Indian Oil,2001.0,Transport
2025-12-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2023-06-22,PG Rent Jun,Stanza Living,8749.82,Rent
2025-10-25,Mobile Recharge 291,Jio,275.15,Bills
2023-10-27,Zomato,Zomato,560.0,Food & Drink
2023-02-01,Stationery 650,Local Shop,123.56,Miscellaneous
2025-04-18,Amazon.in Order AMZ10140,Amazon,3063.0,Shopping
2023-02-01,zomato,Zomato,270.0,Food & Drink
2023-10-10,Spotify AB 92395,Spotify,119.0,Subscriptions
2025-11-17,Charity Donation 120,Charity,1018.08,Miscellaneous
2025-02-18,Monthly Rent 461,NoBroker,17620.04,Rent
2025-09-03,Medicines 637,Apollo,355.54,Health
2024-12-11,Licious Purchase 10093,Licious,995.0,Groceries
2025-03-09,Starbucks Bill,Starbucks,662.0,Food & Drink
2024-07-09,Bowling 537,Amoeba,393.48,Entertainment
2025-11-01,Order #10302 from Zomato,Zomato,268.0,Food & Drink
2023-09-22,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2023-07-07,Zomato order,Zomato,800.0,Food & Drink
2025-07-14,Myntra Order MYN1012,Myntra,2499.0,Shopping
2023-02-22,zomato,Zomato,280.0,Food & Drink
2025-11-01,Uber Trip 20251101,Uber,175.0,Transport
2023-12-16,Ola Auto 10065,Ola,282.0,Transport
2023-02-28,Gas Cylinder 304,Indane,1146.74,Bills
2024-09-01,Concert Ticket 733,Insider,1353.06,Entertainment
2025-01-15,Pizza Hut,Pizza Hut,950.0,Food & Drink
2023-02-23,Swiggy Instamart,Swiggy,336.0,Groceries
2024-03-07,Groceries from Dunzo,Dunzo,1000.0,Groceries
2025-12-06,BSNL FTTH 10177,BSNL,2347.0,Utilities
2024-09-03,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2025-01-09,Uber Ride 3881,Uber,262.0,Transport
2023-11-26,Spotify,Spotify,119.0,Subscriptions
2024-08-20,BookMyShow,BookMyShow,870.0,Entertainment
2024-04-23,swiggy instamart,Swiggy,410.0,Groceries
2025-11-11,More Supermarket,More Supermarket,1900.0,Groceries
2025-06-28,Ola Ride,Ola,330.0,Transport
2025-05-23,Amusement Park 415,Wonderla,1188.15,Entertainment
2023-10-14,Zomato,Zomato,540.0,Food & Drink
2025-02-07,Amusement Park 340,Wonderla,1153.64,Entertainment
2024-04-05,Flat Rent Jul,Landlord,16756.96,Rent
2023-08-07,Mobile Recharge 794,Jio,288.38,Bills
2023-04-01,Cafe Coffee Day,Cafe Coffee Day,290.0,Food & Drink
2024-02-29,Electricity Bill 775,TNEB,1148.95,Bills
2025-11-26,Stationery 632,Local Shop,124.75,Miscellaneous
2024-07-08,Myntra Order MYN1011,Myntra,2399.0,Shopping
2025-04-02,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2023-11-24,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2024-02-23,Uber Ride 8608,Uber,272.0,Transport
2024-04-16,swiggy instamart,Swiggy,420.0,Groceries
2025-07-15,Ola Auto 10144,Ola,121.0,Transport
2023-11-14,Zomato order 9924,Zomato,290.0,Food & Drink
2023-01-31,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-11-16,Broadband Bill 252,ACT Fibernet,958.85,Bills
2025-08-21,Gas Cylinder 604,Indane,1172.07,Bills
2024-03-18,Uber Auto,Uber,180.0,Transport
2024-06-29,Gift Purchase 248,Archies,420.97,Miscellaneous
2023-11-12,H&M RETAIL,H&M,3029.0,Shopping
2025-03-03,FLIPKART Order FK2404,Flipkart,530.0,Shopping
2024-08-07,More Supermarket Purchase 10282,More Supermarket,2215.0,Groceries
2024-01-27,Monthly Rent 283,NoBroker,17994.9,Rent
2024-12-15,PG Rent Aug,Stanza Living,8403.4,Rent
2023-08-15,Zomato,Zomato,390.0,Food & Drink
2025-01-11,BSNL FTTH,BSNL,799.0,Utilities
2025-01-20,BookMyShow Transaction,BookMyShow,914.0,Entertainment
2025-04-16,Gift Purchase 409,Archies,446.65,Miscellaneous
2025-11-18,Rent Payment 705,Owner,20856.59,Rent
2024-09-01,Fuel at Shell Bill 10158,Shell,2958.0,Transport
2024-01-19,Starbucks Bill,Starbucks,699.0,Food & Drink
2024-07-04,Courier Charges 291,DTDC,109.16,Miscellaneous
2024-02-12,Rapido,Rapido,140.0,Transport
2024-08-07,Ola Cabs,Ola,260.0,Transport
2025-03-12,Monthly Rent 113,NoBroker,18855.99,Rent
2024-11-02,Flat Rent Apr,Landlord,17817.17,Rent
2025-11-12,Flat Rent Dec,Landlord,16502.52,Rent
2023-01-01,MedPlus Bill,MedPlus,380.0,Health
2024-04-24,Subscr Google,Google,130.0,Subscriptions
2025-01-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2024-12-28,Rapido Ride 7837,Rapido,111.0,Transport
2023-11-05,Fuel IOCL,Indian Oil,2500.0,Transport
2024-03-12,GYM FEE,Fitness First,1968.0,Health
2023-08-08,RAPIDO RIDE 2319,Rapido,130.0,Transport
2025-01-12,Order #10016 from Zomato,Zomato,268.0,Food & Drink
2024-12-09,Water Tax 941,CMWSSB,161.02,Bills
2023-12-25,Steam Games Transaction,Steam Games,982.0,Entertainment
2024-12-28,GYM FEE,Fitness First,1812.0,Health
2025-07-22,Zomato,Zomato,330.0,Food & Drink
2024-10-19,Apollo Pharmacy,Apollo Pharmacy,590.0,Health
2025-01-20,More Supermarket Purchase,More Supermarket,1780.0,Groceries
2025-06-15,UPI to Friend 238,UPI,516.82,Miscellaneous
2024-12-14,Repair Services 646,Urban Company,420.31,Miscellaneous
2023-04-27,BSNL Bill,BSNL,799.0,Utilities
2024-12-31,MedPlus TRN 10168,MedPlus,1428.0,Health
2024-10-18,Spotify AB 92393,Spotify,119.0,Subscriptions
2024-08-17,Printout 198,Xerox Shop,49.49,Miscellaneous
2023-11-23,Gift Purchase 537,Archies,469.22,Miscellaneous
2024-03-31,House Rent Sep,House Rent,20440.7,Rent
2023-07-14,BigBazaar Purchase 10251,BigBazaar,1099.0,Groceries
2023-03-10,Amazon.in Order AMZ10089,Amazon,4844.0,Shopping
2023-03-08,House Rent May,House Rent,21452.72,Rent
2024-11-13,Pizza Hut,Pizza Hut,920.0,Food & Drink
2025-02-16,Amazon.in,Amazon,2000.0,Shopping
2023-01-08,Repair Services 672,Urban Company,385.34,Miscellaneous
2024-04-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2024-01-31,ATM WITHDRAWAL,ATM,2000.0,Miscellaneous
2024-03-24,MedPlus TRN 10107,MedPlus,1422.0,Health
2025-08-06,Printout 671,Xerox Shop,54.89,Miscellaneous
2024-01-13,Postpaid Bill 238,Airtel,483.81,Bills
2024-09-14,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-03-28,Pizza Hut Bill,Pizza Hut,511.0,Food & Drink
2023-03-20,Rapido Ride 4305,Rapido,111.0,Transport
2025-04-11,CMRL Metro Card Recharge,Chennai Metro,500.0,Transport
2024-12-24,Postpaid Bill 495,Airtel,468.25,Bills
2025-02-14,Milk delivery,Local Mart,1230.0,Groceries
2023-05-02,PG Rent Jul,Stanza Living,8294.93,Rent
2023-08-12,The Hindu,The Hindu,999.0,Subscriptions
2024-05-02,Dental Checkup 207,Clove Dental,830.59,Health
2024-10-29,Steam Purchase,Steam Games,1999.0,Entertainment
2024-04-06,Monthly Rent 962,NoBroker,21137.61,Rent
2024-12-26,Postpaid Bill 694,Airtel,500.64,Bills
2023-06-10,Flat Rent Apr,Landlord,17871.08,Rent
2025-05-22,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2025-06-11,MedPlus TRN 10208,MedPlus,1428.0,Health
2023-12-18,Local Tea Shop Bill,Local Tea Shop,30.0,Food & Drink
2023-09-09,Uber Trip 20250909,Uber,250.0,Transport
2024-10-25,Credit Card Bill 964,HDFC Bank,4987.55,Bills
2024-01-07,BigBazaar Purchase 10010,BigBazaar,2620.0,Groceries
2024-02-07,Local Tea Shop Bill,Local Tea Shop,22.0,Food & Drink
2024-01-28,Gift Purchase 507,Archies,417.98,Miscellaneous
2025-07-08,Netflix,Netflix,199.0,Subscriptions
2025-01-11,Jio Postpaid Bill 10015,Jio,791.0,Bills
2025-06-08,amazon pay,Amazon,850.0,Shopping
2024-06-27,BigBazaar,BigBazaar,3600.0,Groceries
2025-02-11,Amazon.in,Amazon,2300.0,Shopping
2025-02-13,Flipkart Order FK10058,Flipkart,8458.0,Shopping
2024-06-25,Netflix.COM 10227,Netflix,661.0,Subscriptions
2024-06-14,Postpaid Bill 424,Airtel,484.92,Bills
2023-02-03,ZARA,Zara,5300.0,Shopping
2024-01-30,More Supermarket,More Supermarket,2400.0,Groceries
2024-04-27,Lab Test 441,Thyrocare,1291.87,Health
2025-04-10,Pizza Hut Bill 10130,Pizza Hut,523.0,Food & Drink
2025-01-26,House Rent Jan,House Rent,20000.0,Rent
2024-06-06,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2025-07-16,Electricity Bill 640,TNEB,1211.85,Bills
2025-08-30,The Hindu,The Hindu,999.0,Subscriptions
2025-12-19,PG Rent Jun,Stanza Living,7478.27,Rent
2024-05-20,Postpaid Bill 485,Airtel,473.48,Bills
2023-12-18,Ola Ride 5971,Ola,265.0,Transport
2023-11-28,uber auto,Uber,100.0,Transport
2023-10-14,ATM WITHDRAWAL,ATM,5000.0,Miscellaneous
2025-01-02,ACT Fibernet FTTH 10003,ACT Fibernet,1049.0,Utilities
2024-10-09,IMPS - Rent Oct,House Rent,22000.0,Rent
2023-11-13,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2025-09-02,Local Tea Shop,Local Tea Shop,110.0,Food & Drink
2024-01-22,Dominos,Dominos,670.0,Food & Drink
2025-10-20,Doctor's Visit,Local Clinic,800.0,Health
2023-01-27,Spotify,Spotify,119.0,Subscriptions
2024-06-02,swiggy,Swiggy,370.0,Food & Drink
2023-01-10,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2025-12-14,Ola Ride 7173,Ola,234.0,Transport
2023-01-17,Flipkart Order 2062,Flipkart,2001.0,Shopping
2024-01-25,VI RECHARGE 10082,Vi,351.0,Bills
2023-10-09,Mobile Recharge 415,Jio,311.71,Bills
2025-02-13,ATM WITHDRAWAL,ATM,10000.0,Miscellaneous
2023-01-13,Dominos,Dominos,650.0,Food & Drink
2025-10-21,Cafe Coffee Day,Cafe Coffee Day,310.0,Food & Drink
2024-05-04,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2024-12-08,Gift Purchase 505,Archies,493.32,Miscellaneous
2023-01-03,Dominos Bill,Dominos,878.0,Food & Drink
2024-02-17,Milk delivery,Local Mart,1260.0,Groceries
2023-04-09,Water Tax 260,CMWSSB,162.09,Bills
2025-12-19,Dunzo Groceries,Dunzo,1126.0,Groceries
